id,ACTION
1,0.8473016574915739
2,0.9998777777777778
3,1
4,1
5,0.9999444444444444
6,0.9976401985111664
7,0.9178412981575886
8,0.998
9,0.9728035479858381
10,0.9996735294117647
11,1
12,0.99783333333333335
13,0.998
14,0.3587787833913274
15,0.9952914157014158
16,0.9998461538461538
17,0.2704096658825389
18,0.9575753108466819
19,1
20,1
21,1
22,0.9833473972066745
23,0.9957870773504739
24,0.9977540768918345
25,0.9994809384164222
26,0.9885118962334886
27,1
28,0.9894905993883474
29,0.9998461538461538
30,0.9845272953072962
31,1
32,1
33,1
34,1
35,1
36,0.9995705951285112
37,0.9998252100840337
38,1
39,1
40,0.993924365069256
41,0.606150735408711
42,0.9936287878787878
43,0.9998571428571429
44,0.996
45,1
46,0.996616748768473
47,0.999323752241744
48,0.99925
49,0.9990820424581295
50,0.997298309178744
51,0.892560057712785
52,1
53,0.9989664467607542
54,0.9976833333333334
55,0.9996
56,0.9910748907278104
57,1
58,0.9977979797979798
59,0.999945945945946
60,1
61,1
62,0.9923896699283619
63,0.9998947368421053
64,0.9995681818181819
65,0.9997777777777779
66,0.9695007440764366
67,0.9974517176372015
68,1
69,0.9999473684210526
70,0.6366572250100119
71,0.9999285714285715
72,0.9993114591291062
73,1
74,1
75,0.9997894736842106
76,0.9984681057482415
77,0.9999285714285715
78,0.9734239241190784
79,0.734774047421669
80,1
81,0.9992926093514328
82,1
83,1
84,0.999939393939394
85,0.9970626804069683
86,0.988891863808339
87,0.9944157539598326
88,0.9998571428571429
89,0.9933911162911163
90,0.968593610969361
91,0.9998461538461539
92,0.5636358545159653
93,0.9997999999999999
94,0.9996342857142856
95,1
96,0.9978063644688645
97,0.7375374736166246
98,1
99,0.9941142952140665
100,1
101,0.9939728842377606
102,0.9430899387046304
103,0.999
104,0.9993705882352941
105,0.9304694729827991
106,0.9998235294117648
107,0.9999487179487179
108,1
109,0.999939393939394
110,0.999939393939394
111,0.964391652024384
112,0.998
113,0.99727798715904
114,0.9990720991970993
115,1
116,0.9986373015873017
117,0.9545502243960037
118,0.9974781297134238
119,1
120,0.9996429156429156
121,0.8842965232395367
122,1
123,0.9934700889126207
124,0.998
125,0.9997333333333333
126,0.8595613470351766
127,0.9683222541488834
128,0.8980407319512851
129,0.9920169772874534
130,1
131,1
132,0.999948717948718
133,1
134,0.894725110626375
135,0.9996666666666666
136,1
137,1
138,0.9998361204013377
139,0.9940965909090909
140,1
141,0.9438609746335437
142,0.9893212136492425
143,0.9997142857142857
144,0.9979285714285715
145,0.9987734040197276
146,0.9616101633651193
147,0.6790552748188876
148,0.8365866033864023
149,0.9999487179487179
150,1
151,1
152,0.6910386810864159
153,1
154,0.999680701754386
155,1
156,0.9977492063492064
157,0.9979265064957678
158,1
159,0.998892186042186
160,0.9949155309301152
161,0.983517364749815
162,1
163,0.9994190476190478
164,1
165,1
166,0.997615
167,0.9720506825992468
168,1
169,0.99976
170,0.9995239032067676
171,1
172,0.9930607299361184
173,0.9961744726598482
174,1
175,0.9998947368421052
176,0.9923240829778499
177,0.997650657535526
178,0.999824761904762
179,1
180,0.9883576281184497
181,0.9374882169231512
182,0.998
183,0.8480237048308769
184,1
185,0.99664
186,0.9776962298976
187,1
188,0.9891730437921455
189,0.5304738081816663
190,1
191,0.999897435897436
192,0.9913258542033412
193,0.996
194,1
195,0.998312498471322
196,1
197,1
198,0.999469696969697
199,1
200,0.8001179606388833
201,1
202,0.9976373626373626
203,1
204,0.9996071105365223
205,0.998
206,0.9991666666666666
207,1
208,1
209,0.729132215817364
210,0.9323365087510027
211,0.9587073357163477
212,0.9702230793920942
213,0.9999285714285715
214,0.998
215,1
216,0.9886355674567004
217,0.9269372207183039
218,1
219,0.998
220,0.97594215402374
221,0.30501218568414373
222,0.9989364321952555
223,0.9963771372864777
224,0.9998147368421053
225,0.9225878961523697
226,0.9553779107501921
227,0.9989117408453791
228,0.998
229,0.9997556818181818
230,1
231,1
232,1
233,0.9884836071353312
234,0.17536092024609184
235,0.9997142857142858
236,1
237,0.9922678614758843
238,0.9688871979963739
239,0.9934889884845507
240,1
241,0.9995388811188811
242,0.478308962817758
243,0.8204047601598897
244,0.999948717948718
245,0.9998125
246,1
247,0.9995904761904763
248,0.9971641025641026
249,0.9993523975588492
250,1
251,1
252,0.9461864000674771
253,0.9988149688149688
254,0.9995266666666668
255,0.9998181818181817
256,0.9992875
257,1
258,0.9994666666666667
259,0.9812470947917846
260,0.9999
261,0.9288878929988297
262,1
263,0.9992348919949039
264,0.9975548675610596
265,0.9998333333333334
266,1
267,0.8026225726825424
268,1
269,0.9618597190102723
270,1
271,1
272,0.999897435897436
273,0.97994957735281
274,0.49508888378034177
275,1
276,0.9334930245160871
277,0.9861786636119751
278,0.9999333333333332
279,0.9788251910322735
280,0.7802009775366007
281,0.999945945945946
282,0.9998709677419355
283,0.6216854854261034
284,0.9910547552882035
285,0.999897435897436
286,0.9981918412149967
287,0.9998257713248638
288,0.9998823529411764
289,0.9999473684210527
290,0.9994232553236349
291,0.368326975081686
292,0.9211002661866802
293,0.9995777777777778
294,0.9999310344827586
295,0.999945945945946
296,0.9277220362350723
297,0.5283891836575171
298,0.9857772099296647
299,0.7227366652964216
300,0.9978388851906093
301,0.8516528798520017
302,0.9998918918918919
303,0.9638630926971651
304,0.9868324476843567
305,0.9864772496368477
306,1
307,0.9963072721330483
308,1
309,0.9687802990329627
310,1
311,1
312,0.99542
313,1
314,1
315,0.9692978364087507
316,0.9998333333333332
317,0.8612603107860398
318,1
319,0.33344355078877513
320,0.997092530657748
321,1
322,0.8812283832337912
323,0.9997120689655172
324,0.9999444444444444
325,0.8463345650241507
326,0.9613187120215584
327,0.9915283129353003
328,1
329,0.9998571428571429
330,1
331,1
332,1
333,0.9934232693634868
334,0.9976959234668913
335,0.9998235294117648
336,0.9997124708624708
337,0.9990645711690066
338,0.9984034924867943
339,1
340,0.9994833333333333
341,0.9950128205128206
342,0.9926463768115942
343,0.9998461538461538
344,1
345,0.9986355778629972
346,0.9998759398496241
347,1
348,0.9898322693909136
349,1
350,0.8457573527775157
351,0.9846905484307182
352,1
353,1
354,0.8048231969983298
355,1
356,0.9998947368421053
357,1
358,0.998
359,0.9943666131303325
360,0.4175843961353065
361,0.8287685498875098
362,0.9295714352220845
363,0.9591984630423651
364,0.9707771019602717
365,1
366,0.9998461538461538
367,0.9995171717171718
368,1
369,1
370,0.9998571428571429
371,0.993592469626777
372,0.9939428571428571
373,0.7940301639502019
374,0.748689832568375
375,0.9975201649175413
376,0.9991009523809524
377,0.8868509817041358
378,0.9933966386554621
379,1
380,0.9909756338148922
381,0.9970789096897928
382,0.99925
383,1
384,0.9902708113765446
385,0.988597060678785
386,0.9998947368421052
387,0.7342817640628924
388,0.9920746146186787
389,1
390,1
391,0.7514984268523406
392,0.9983603554976432
393,1
394,0.9985355963883138
395,1
396,0.9966766347687401
397,1
398,0.9896962983908727
399,1
400,0.9970081646294883
401,0.9996851851851852
402,1
403,0.9999375
404,0.9792470627684088
405,0.9881781294627966
406,1
407,0.9952234269392515
408,1
409,0.9968989122038079
410,1
411,1
412,0.9940525109483179
413,0.991700925925926
414,1
415,1
416,0.9740328642196998
417,1
418,0.9993500000000001
419,0.9895776100110958
420,1
421,1
422,0.9950407612681933
423,0.996419237405107
424,0.9980628319022208
425,1
426,0.9901443422983646
427,0.999939393939394
428,1
429,0.9910333955557821
430,0.9983947368421052
431,0.997253021978022
432,0.9984285714285714
433,0.999846590909091
434,0.9998375939849624
435,0.8157414645395203
436,1
437,0.9999130434782608
438,0.2522922560471517
439,1
440,0.3496364496193345
441,0.9970666664324593
442,0.9999285714285715
443,0.9998222222222222
444,1
445,0.9467070957777763
446,1
447,1
448,1
449,0.999945945945946
450,0.9970380787828157
451,0.9576276150054128
452,1
453,0.999515873015873
454,0.9880037145235385
455,0.9994633204633204
456,0.9998666666666667
457,1
458,0.9937426008119047
459,0.9991227324478178
460,0.8537855557007692
461,0.979083857785456
462,0.9874280575487507
463,1
464,1
465,0.9950614032969509
466,1
467,0.7399572272547722
468,0.9992030166530167
469,1
470,0.9927106054935778
471,1
472,0.9905123034859876
473,1
474,0.9683711942166234
475,0.9618447438206367
476,0.9471232694919328
477,0.9991930158730158
478,0.9854704398830256
479,1
480,1
481,1
482,0.9196188273100112
483,1
484,0.9475859202323563
485,0.9892376080595247
486,0.7648582576105003
487,1
488,1
489,1
490,1
491,1
492,0.999939393939394
493,0.9998333333333334
494,0.970990352280642
495,0.9973848806366047
496,0.9926643115942029
497,0.999077016103477
498,1
499,1
500,0.9989934070434069
501,0.9974597701149426
502,0.9980463576245175
503,0.9902931223016749
504,1
505,0.9858346508497714
506,1
507,1
508,0.9836792704150231
509,0.9972880952380954
510,0.6383852657390069
511,0.999825925925926
512,0.9998235294117647
513,0.996671822450679
514,0.7963156260427228
515,1
516,0.9732982852895895
517,1
518,0.9804365286370333
519,0.9977181818181818
520,0.9827431775027142
521,1
522,0.9936659340659341
523,0.9998125
524,0.7010053917737805
525,0.48411106145788413
526,0.714415682704014
527,1
528,1
529,0.9940803181411625
530,0.9990967741935484
531,0.962895363790961
532,0.9908348158365403
533,1
534,0.9857633937904938
535,1
536,1
537,0.9997999999999999
538,0.9996666666666667
539,0.9996904761904762
540,0.9874640838586844
541,0.9994833333333334
542,0.9888678131375578
543,0.7166982858498588
544,1
545,1
546,1
547,0.981180500846728
548,0.9621496341284224
549,0.6070528810102577
550,0.884150262016623
551,0.9870547937635684
552,0.921352495602137
553,0.998
554,0.9738962360709689
555,1
556,1
557,1
558,0.9919772370091887
559,1
560,0.9999285714285715
561,1
562,1
563,1
564,0.8977203424291816
565,1
566,0.9881303838004727
567,0.9914832452778801
568,0.9941648778607837
569,1
570,0.9946380211465738
571,0.483681638740508
572,0.9887622259382134
573,0.9870437436117198
574,0.5546200433278343
575,1
576,0.9995615615615616
577,0.9996855477855477
578,0.9998823529411764
579,0.8710681770018011
580,0.9994604010025063
581,1
582,0.9985207936507936
583,1
584,0.9281536493833418
585,1
586,1
587,0.9650473831145951
588,0.9999444444444444
589,0.9907302540596659
590,1
591,0.9801708769430428
592,0.998
593,0.969969859317758
594,0.999
595,1
596,0.9984509398496241
597,1
598,0.8926790697014042
599,1
600,0.9916977141565065
601,1
602,0.9985143678160919
603,1
604,0.9997894736842106
605,0.998
606,0.9810958084305033
607,0.999564023926524
608,1
609,1
610,0.9199145138912097
611,1
612,0.9549882415741477
613,1
614,0.9313998923585853
615,0.9888914822428755
616,0.5442579049008385
617,0.9960248727787875
618,0.9969310708898944
619,0.9985056239520849
620,0.988848138963339
621,0.9996
622,0.9993846153846153
623,1
624,0.9883714922453303
625,0.20271815914538993
626,1
627,0.9998823529411764
628,1
629,1
630,0.9995193200193201
631,0.9978823529411764
632,0.923390409785539
633,1
634,1
635,0.9851745866584151
636,0.9999285714285715
637,0.9996681818181817
638,1
639,0.9848587752777657
640,1
641,1
642,0.9976243936243936
643,0.9999
644,0.9774166409038488
645,1
646,0.9875875110414135
647,0.9997142857142858
648,0.9945726664344929
649,1
650,0.8920686905619679
651,1
652,0.9949507017543859
653,0.43296304137474456
654,0.9841323025399943
655,0.9918322996530377
656,0.9998400000000001
657,0.9933115106732346
658,1
659,0.9997310344827587
660,0.9781713018334125
661,1
662,1
663,0.9976363636363637
664,0.9975358252042075
665,0.9952437628964159
666,0.8392993331015673
667,0.9903722222922785
668,0.9958693742680105
669,0.7515910639485862
670,0.980453524975716
671,0.9998378378378379
672,0.9987562972461329
673,0.9292660533352908
674,0.9997840112201962
675,0.9997961538461538
676,1
677,0.9735619973253425
678,1
679,0.998
680,1
681,0.6898625091125006
682,0.900748871907738
683,1
684,0.998
685,0.9997142857142858
686,0.9960866262865102
687,1
688,1
689,1
690,0.9998888888888889
691,0.9990918064391748
692,1
693,0.9840322831742568
694,1
695,0.9825926216111744
696,0.9811519656347997
697,1
698,0.9991284928255476
699,0.999948717948718
700,1
701,1
702,0.9342497956837117
703,0.9827632785795221
704,0.9923054017267146
705,0.959720259082971
706,0.9789876968226582
707,0.9146890155275125
708,0.997942857142857
709,0.995077806974926
710,0.9898208236208237
711,0.9538760732334196
712,0.9938101926188133
713,0.999875
714,0.9948300904800904
715,1
716,0.9203215465627118
717,1
718,0.9977978463478465
719,1
720,0.9920491417596506
721,0.9999130434782608
722,0.99461236008052
723,0.9982630047694753
724,0.9977394957983193
725,0.9996904284221525
726,0.9919829960231102
727,0.998
728,1
729,0.8708562404556488
730,0.9975118411000764
731,0.9963173346261581
732,1
733,0.9977823529411765
734,0.999427737985654
735,0.9983850927617743
736,0.9695129485818176
737,1
738,1
739,0.9999285714285715
740,1
741,0.9997142857142858
742,0.9997837837837837
743,0.9995989974937343
744,1
745,0.9996696832579186
746,1
747,1
748,1
749,0.9999333333333333
750,0.997477972027972
751,1
752,0.9999428571428571
753,0.99575272550373
754,0.9966251703759388
755,0.9998823529411764
756,0.5755730711933719
757,1
758,1
759,0.9947212049683349
760,0.9819955282892203
761,0.9990270655270655
762,0.9985728758169935
763,0.9914881431527229
764,0.9958178368121442
765,0.998
766,1
767,1
768,0.9974285714285714
769,0.9783105720372084
770,0.9991004160815519
771,0.9994349569349569
772,1
773,1
774,0.9969633351773312
775,0.998818759018759
776,0.9880947870204453
777,0.9577827256113709
778,0.998
779,1
780,0.7032931498305812
781,0.7818999360843579
782,0.9985128205128204
783,0.9729325733923094
784,0.9995650793650794
785,0.9491427202616922
786,0.9990885225885225
787,0.998
788,1
789,1
790,0.9937273318836602
791,0.9989672124976473
792,0.998
793,0.7061909078884103
