id,ACTION
1,0.8894652541038465
2,0.36684758945831597
3,0.01881116544409489
4,0.5090401229218192
5,0.042730457581918846
6,0.02090906827365613
7,0.11701603901933644
8,0.029035019076074198
9,0.956905268673053
10,0.27009532727173946
11,0.06831030114739456
12,0.5543946545043242
13,0.5771301463812133
14,0.8704956309606852
15,0.3362230819245594
16,0.24413485270099022
17,0.6293743886662952
18,0.6804790353804266
19,0.23579256068657795
20,0.16118999607121587
21,0.00538820100559112
22,0.5789581297508916
23,0.6429370937444366
24,0.389204441509192
25,0.4865719065955172
26,0.26061400463632367
27,0.5466720257994313
28,0.8959927888508866
29,0.1636068292219739
30,0.6495113819276088
31,0.41330521623995997
32,0.3508272790360534
33,0.29512330862511194
34,0.2926437929443566
35,0.5140398507761135
36,0.1956305020193302
37,0.42226957756387185
38,0.0984993687603627
39,0.7094348941199091
40,0.7335633126650654
41,0.6617669113956761
42,0.03397687670120275
43,0.3400450679048592
44,0.3563172131597764
45,0.3433199284431112
46,0.43514802885346304
47,0.012822416982588347
48,0.5437160165860424
49,0.03401770252404468
50,0.2016592196965744
51,0.1497700920679219
52,0.3039596276187453
53,0.3056033895823532
54,0.23463381082670554
55,0.6447920050779364
56,0.6450366540570664
57,0.40917200751463767
58,0.026130306446310092
59,0.3442453728774725
60,0.16064720795187426
61,0.02225102398994583
62,0.1635113828475614
63,0.4492020268296858
64,0.13284352064432658
65,0.03529049973305287
66,0.0739625594500174
67,0.5834912697239341
68,0.18054540885862957
69,0.3843869711578104
70,0.8595588545025143
71,0.4710277234085488
72,0.19255048146642195
73,0.39283262677695796
74,0.14051537889756704
75,0.26871016784190893
76,0.14106197909987495
77,0.06578797576477524
78,0.5449059123228396
79,0.5289988854019768
80,0.018678892070321917
81,0.07965694572905324
82,0.1570497344931091
83,0.11654911228215348
84,0.12503771426424992
85,0.2913807833379677
86,0.563531977041734
87,0.4686314512072638
88,0.027979592277610044
89,0.1418901671237398
90,0.4805780115056393
91,0.2511796291243015
92,0.5670514190744048
93,0.009084000258348657
94,0.5743925609246836
95,0.01991688035707717
96,0.4559199640135244
97,0.7496697298799789
98,0.2387586521645374
99,0.08347623721106578
100,0.12406203256907788
101,0.3441670526384709
102,0.913241533969309
103,0.2870850665259784
104,0.7188888376946029
105,0.6794796641511668
106,0.10528395504439614
107,0.06032582559053212
108,0.5671900243682442
109,0.23484287564326123
110,0.21160032079278224
111,0.5806050610225373
112,0.42761988600331324
113,0.2144788548363482
114,0.020845653508099304
115,0.38063358638566447
116,0.49874565045952457
117,0.32632159975711184
118,0.06739996075298282
119,0.0026073735034710666
120,0.11904400087604516
121,0.07492304408623951
122,0.17299485140987703
123,0.6726215861060172
124,0.2344154452324433
125,0.012313030062922836
126,0.6631608805519107
127,0.9280441483718359
128,0.5540899828679606
129,0.6681884528300555
130,0.48226097317723515
131,0.06574160650137728
132,0.3840637327925541
133,0.2813764324865232
134,0.7832591080206313
135,0.022328704776489405
136,0.6869192182875883
137,0.23911151084484583
138,0.3125445490343963
139,0.7394878149706978
140,0.2215304950785788
141,0.01973108523830469
142,0.6155984680975067
143,0.15377638735562105
144,0.21010506955110442
145,0.010410943485974045
146,0.7375992926806776
147,0.9439281003513801
148,0.43132362029545324
149,0.07798695401051314
150,0.2270525238202895
151,0.28269849088919685
152,0.1796155546765419
153,0.24587268368855209
154,0.5224372696470282
155,0.33995358075190185
