id,ACTION
1,0.7329636045736574
2,0.996812084952085
3,1
4,1
5,1
6,0.9977286004056795
7,0.7831318775049159
8,0.998
9,0.958089804063671
10,0.9975889724310778
11,0.9987142857142858
12,0.995265408914771
13,0.9997647058823529
14,0.09097992638517279
15,0.9742154958438275
16,0.9987777777777779
17,0.03853046401066376
18,0.7377582359339296
19,1
20,1
21,0.9992087912087912
22,0.9657812678730358
23,0.9973821533677606
24,0.998104838489846
25,0.9987618073316283
26,0.8913577662856006
27,1
28,0.9945632989294335
29,0.9993109243697479
30,0.9348860947896336
31,0.9997
32,1
33,0.9972325661824814
34,0.9990367892976588
35,1
36,0.99625830170778
37,0.9992158808933002
38,1
39,0.9992460317460317
40,0.9923492998601767
41,0.2933122169557737
42,0.9972631578947369
43,0.9956851674162919
44,1
45,0.9997280701754385
46,0.9894413593265285
47,0.9963032257367558
48,0.99964
49,1
50,0.9993333333333334
51,0.8101954304253534
52,1
53,0.9986211538461538
54,0.9988303030303031
55,0.9960595238095238
56,0.9974056948798328
57,0.998
58,0.998991452991453
59,1
60,0.9975833333333334
61,0.9979354838709678
62,0.9627079360699472
63,0.9986977011494252
64,0.9955172413793103
65,0.99925
66,0.9191695474644216
67,0.9939277471225396
68,0.9996031746031747
69,0.9923833333333333
70,0.11624644990353979
71,1
72,0.9934414563214563
73,0.9996666666666667
74,0.9993333333333334
75,0.9970311355311355
76,0.9895261338339805
77,0.9977333333333334
78,0.9413928223960499
79,0.4644177615151221
80,1
81,0.9965367284099885
82,1
83,0.9941272486772487
84,0.998
85,0.993541331959301
86,0.9868556693329437
87,0.9982285714285715
88,0.9993333333333334
89,0.9949163719716816
90,0.8700055292736442
91,0.9983620689655172
92,0.12770413989426901
93,1
94,1
95,0.998
96,0.9975857843137256
97,0.24542129493679224
98,1
99,0.9978531795844888
100,1
101,0.89995137887216
102,0.953688005781502
103,0.998
104,0.9998666666666667
105,0.602352118091813
106,1
107,0.9964415604829399
108,1
109,1
110,0.998370494417863
111,0.715096406640699
112,0.9991758241758241
113,0.9518479098576194
114,0.9960585299455534
115,1
116,0.9903630174485012
117,0.8124920607982891
118,0.9955944209786313
119,0.998
120,0.9960520912390695
121,0.8243616199703625
122,0.9994545454545455
123,0.9828571011191174
124,1
125,0.9987521367521367
126,0.4014208175073102
127,0.9561841753720236
128,0.591961675063664
129,0.995213834163693
130,1
131,0.9975
132,0.9994
133,1
134,0.4368010289213318
135,0.9987859531772576
136,0.9996923076923077
137,1
138,0.993305047914639
139,0.998128888888889
140,0.9997692307692307
141,0.7590084745903329
142,0.9679873610124463
143,1
144,0.9988571428571429
145,0.9977952380952381
146,0.9699743843894255
147,0.24605889440010847
148,0.3605219219886826
149,1
150,0.9992142857142858
151,0.99975
152,0.42331100743305994
153,1
154,0.99976
155,1
156,0.9958823529411764
157,0.9883658361978728
158,0.9986086956521739
159,0.9022471441097561
160,0.9746775941803021
161,0.9816981912812861
162,1
163,0.9994590570719603
164,0.9994333333333334
165,0.9998666666666667
166,0.9891738095238096
167,0.7873019202495657
168,1
169,0.9995324675324674
170,0.9967916666666666
171,0.998
172,0.9931622610767884
173,0.9322393759539752
174,1
175,0.9998620689655172
176,0.9786782294794127
177,0.967613521087859
178,0.9965001979110988
179,1
180,0.9798752461304056
181,0.8402007403459286
182,0.9966666666666666
183,0.7893008793952028
184,0.996875
185,0.9996031746031746
186,0.9022409923255655
187,1
188,0.9168321229410784
189,0.12719309534036147
190,0.9999310344827586
191,0.9998518518518519
192,0.9992310119450079
193,1
194,1
195,0.9983931623931624
196,0.9998095238095238
197,1
198,0.9942328678085202
199,1
200,0.41355328319552115
201,1
202,0.998
203,0.9993333333333334
204,0.9862613313269846
205,0.999375
206,0.9971411002790314
207,1
208,1
209,0.6610704938305726
210,0.6006162911622057
211,0.8868692690801909
212,0.9890728127726731
213,1
214,0.9996155582922824
215,1
216,0.9424737861182099
217,0.6032204534835408
218,0.9996
219,1
220,0.9285088534451346
221,0.3808478930494663
222,0.9969312742812744
223,0.9954904473304474
224,1
225,0.672605339635511
226,0.7753475460884264
227,0.998
228,1
229,1
230,1
231,0.9993548387096775
232,0.999375
233,0.9793669739635583
234,0.006674722916435932
235,1
236,0.99976
237,0.9709711948291612
238,0.7795287524152535
239,0.969391909670836
240,1
241,0.9931018419489007
242,0.016491277757022995
243,0.6229418148481299
244,1
245,0.9991462519936205
246,0.9997662337662336
247,0.9997112135176651
248,0.9974613003095975
249,0.9827163143114868
250,0.998
251,1
252,0.869292528916635
253,1
254,0.9988257080610021
255,0.998378640855011
256,0.9945575316524082
257,0.9996923076923077
258,0.9957334451420266
259,0.9480653257889233
260,0.9985750319284803
261,0.9439421480071292
262,0.9982923076923076
263,0.9891696780215693
264,0.9986252268602541
265,0.9961342202170804
266,1
267,0.23945213123902778
268,0.9999285714285715
269,0.7560726359560671
270,1
271,0.9996666666666666
272,0.9989228070175439
273,0.9552510377766443
274,0.10194247477810271
275,1
276,0.939352698084292
277,0.9805135082977737
278,0.9976666666666666
279,0.8983308886344441
280,0.2994951742590269
281,1
282,0.9995483870967742
283,0.33180801487828693
284,0.9806303767115787
285,1
286,0.9634777230291777
287,0.9979706593406593
288,0.9992974910394266
289,0.9992222222222221
290,0.9998440779610195
291,0.042041527428296796
292,0.4694124416992025
293,0.9972930069930072
294,0.9972105417201944
295,0.9997573529411765
296,0.61736735280818
297,0.17397137804359608
298,0.9736439110741524
299,0.3534456477858
300,0.9922654044987077
301,0.6441079386919244
302,1
303,0.9006065584776117
304,0.9420416910753594
305,0.9789811991999242
306,1
307,0.9971194810776978
308,1
309,0.9757805279532283
310,0.9996923076923077
311,1
312,0.99849010989011
313,1
314,0.9992903225806451
315,0.9208284554179796
316,0.9997777777777779
317,0.6745590481741723
318,0.994571749472938
319,0.35739103239546777
320,0.9979230769230769
321,0.9994890109890109
322,0.6856865395866446
323,1
324,0.9960533910533911
325,0.5654842150647964
